@relation 'train1_data-weka.filters.unsupervised.attribute.Remove-R1-2,13-weka.filters.unsupervised.attribute.Remove-R1,5-6-weka.filters.unsupervised.attribute.Remove-R4,6'

@attribute Year numeric
@attribute Kilometers_Driven numeric
@attribute Fuel_Type {CNG,Diesel,Petrol,LPG,Electric}
@attribute Engine {'998 CC','1582 CC','1199 CC','1248 CC','1968 CC','814 CC','1461 CC','2755 CC','1598 CC','1462 CC','1497 CC','2179 CC','2477 CC','1498 CC','2143 CC','1995 CC','1984 CC','1197 CC','2494 CC','1798 CC','2696 CC','2698 CC','1061 CC','1198 CC','2987 CC','796 CC','624 CC','1999 CC','1991 CC','2694 CC','1120 CC','2498 CC','799 CC','2393 CC','1399 CC','1796 CC','2148 CC','1396 CC','1950 CC','4806 CC','1998 CC','1086 CC','1193 CC','2982 CC','1493 CC','2967 CC','2993 CC','1196 CC','1799 CC','2497 CC','2354 CC','1373 CC','2996 CC','1591 CC','2894 CC','5461 CC','1595 CC','936 CC','1997 CC',0,'1896 CC','1390 CC','1364 CC','2199 CC','993 CC','999 CC','1405 CC','2956 CC','1794 CC','995 CC','2496 CC','1599 CC','2400 CC','1495 CC','2523 CC','793 CC','4134 CC','1596 CC','1395 CC','2953 CC','1586 CC','2362 CC','1496 CC','1368 CC','1298 CC','1956 CC','1299 CC','3498 CC','2835 CC','1150 CC','3198 CC','1343 CC','1499 CC','1186 CC','1590 CC','2609 CC','2499 CC','2446 CC','1978 CC','2360 CC','3436 CC','2198 CC','4367 CC','2706 CC','1422 CC','2979 CC','1969 CC','1489 CC','2489 CC','1242 CC','1388 CC','1172 CC','2495 CC','1194 CC','3200 CC','1781 CC','1341 CC','2773 CC','3597 CC','1985 CC','2147 CC','1047 CC','2999 CC','2995 CC','2997 CC','1948 CC','2359 CC','4395 CC','2349 CC','2720 CC','1468 CC','3197 CC','2487 CC','1597 CC','2771 CC','72 CC','4951 CC','970 CC','2925 CC','2200 CC','5000 CC','2149 CC','5998 CC','2092 CC','5204 CC','2112 CC','1797 CC'}
@attribute Seats numeric
@attribute Price numeric

@data
2017,25000,Diesel,'2982 CC',7,32
2014,79000,Diesel,'1498 CC',5,6.25
2010,86000,Diesel,'1248 CC',5,3.6
2010,137000,Diesel,'2987 CC',5,18.5
2015,25000,Petrol,'1497 CC',7,4.25
2017,8500,Petrol,'1197 CC',5,4.8
2015,34000,Diesel,'2179 CC',7,13
2012,41629,Petrol,'1598 CC',5,2.25
2009,80227,Petrol,'1086 CC',5,2.3
2019,8587,Petrol,'1591 CC',5,13.56
2017,30000,Diesel,'1997 CC',7,12.25
2013,64186,Diesel,'1598 CC',5,3.76
2015,76427,Diesel,'1461 CC',5,8.58
2011,75000,Diesel,'2993 CC',5,27.5
2013,27075,Petrol,'1496 CC',5,4.95
2012,30000,Petrol,'998 CC',5,3.3
2016,69434,Petrol,'1591 CC',5,8
2014,56000,Petrol,'998 CC',5,2.79
2017,49275,Diesel,'2179 CC',5,45.64
2014,8700,Petrol,'1199 CC',5,2.55
2014,18000,Petrol,'624 CC',4,1
2017,41041,Diesel,'1968 CC',5,37.56
2009,80464,Diesel,'2987 CC',5,9.29
2019,20667,Petrol,'1197 CC',5,6.37
2013,60283,Petrol,'1368 CC',5,2.98
2017,31696,Petrol,'1197 CC',5,5.75
2010,100000,Diesel,'2982 CC',7,13
2014,13361,Petrol,'1373 CC',7,6.8
2010,48394,Petrol,'1995 CC',5,10.49
2014,47399,Petrol,'1373 CC',7,5.6
2010,69000,Petrol,'1497 CC',5,2.85
2013,65278,Diesel,'2199 CC',7,8.36
2005,108000,Diesel,'1405 CC',5,1
2010,50645,Petrol,'2497 CC',5,10.75
2011,130002,Diesel,'1248 CC',5,3.85
2012,107000,Diesel,'1399 CC',5,3
2015,41950,Petrol,'1497 CC',5,9.6
2012,109000,Diesel,'2982 CC',7,13.25
2016,9000,Petrol,'1198 CC',5,5.75
2014,43900,Diesel,'1396 CC',5,6.75
2013,64000,Diesel,'1248 CC',7,4.85
2019,13190,Petrol,'1950 CC',5,38.99
2009,77652,Petrol,'1586 CC',5,2.85
2012,55000,Diesel,'2494 CC',7,9.51
2012,59900,Diesel,'1995 CC',5,18.5
2015,73539,Diesel,'1461 CC',5,6.75
2017,31645,Diesel,'1995 CC',5,29.4
2009,69690,Petrol,'1497 CC',5,3.29
2016,41000,Diesel,'1248 CC',5,9.5
2010,109200,Petrol,'1298 CC',5,2.2
2012,80000,Diesel,'2179 CC',7,6.5
2007,51000,Petrol,'1799 CC',5,4.9
2013,105000,Diesel,'1248 CC',7,6.75
2013,179000,Diesel,'1364 CC',5,3.8
2013,12100,Petrol,'1984 CC',2,29.5
2017,31000,Diesel,'1498 CC',5,10.5
2015,50000,Diesel,'1498 CC',5,6.2
2009,48000,Diesel,'1896 CC',5,5
2007,35000,Diesel,'1461 CC',5,2.3
2016,100200,Diesel,'2755 CC',7,17
2014,47000,Diesel,'1995 CC',5,25.5
2015,63642,Diesel,'1498 CC',5,5.65
2015,62550,Diesel,'1498 CC',5,5.6
2015,37340,Diesel,'2179 CC',5,29.98
2016,38461,Diesel,'1248 CC',5,7.39
2018,29000,Diesel,'1956 CC',5,19
2010,31000,Petrol,'1794 CC',5,5
2011,42086,Petrol,'1497 CC',5,3.35
2013,49000,Petrol,'1197 CC',5,4.45
2019,77240,Diesel,'1582 CC',5,8.31
2012,105000,Diesel,'2523 CC',7,6
2014,35000,Diesel,'1248 CC',5,5.25
2006,83072,Petrol,'1086 CC',5,1.4
2012,202082,Diesel,'1968 CC',5,12.3
2004,129000,Petrol,'1299 CC',5,1.5
2018,33558,Diesel,'1498 CC',5,8.12
2012,60271,Diesel,'2523 CC',7,6.12
2017,45366,Diesel,'1498 CC',5,10.88
2014,9500,Petrol,'1199 CC',5,3.5
2016,42362,Petrol,'1197 CC',5,6.15
2016,21000,Diesel,'1995 CC',5,33
2012,15200,Diesel,'1995 CC',5,13.5
2015,43690,Diesel,'2982 CC',7,17.11
2014,79926,Diesel,'4134 CC',7,29.77
2013,53073,Diesel,'1248 CC',7,5.95
2015,59000,Petrol,'1197 CC',5,5.75
2006,47088,Petrol,'3498 CC',5,19
2014,55000,Diesel,'1461 CC',5,4.75
2013,80430,Diesel,'1493 CC',7,3.3
2013,71932,Diesel,'2982 CC',7,16.5
2014,19000,Diesel,'2993 CC',7,44
2011,81759,Diesel,'1248 CC',5,4.39
2018,52010,Diesel,'1248 CC',5,6.2
2016,58953,Petrol,'1984 CC',5,24.22
2008,93000,Diesel,'2835 CC',6,5.45
2016,10000,Diesel,'2179 CC',5,44
2019,40674,Diesel,'2755 CC',7,24.82
2015,50000,Diesel,'1968 CC',5,11.69
2018,1331,Petrol,'1798 CC',5,20
2010,60000,Petrol,'796 CC',8,1.45
2018,10003,Diesel,'2143 CC',5,48.5
2016,25000,Diesel,'1498 CC',5,9.45
2015,73000,Diesel,'2179 CC',7,12.5
2014,59962,Diesel,'1461 CC',5,6.9
2012,72000,Diesel,'1582 CC',5,5.8
2016,20967,Diesel,'2993 CC',5,44.56
2015,35000,Diesel,'2179 CC',7,8.5
2017,38056,Diesel,'1582 CC',5,10.7
2009,94000,Diesel,'2967 CC',7,12
2010,64236,Petrol,'1150 CC',5,2.44
2000,124000,Diesel,'2523 CC',7,1.95
2014,7400,Petrol,'1197 CC',5,4.35
2017,52000,Diesel,'2393 CC',8,17.5
2015,68764,Petrol,'814 CC',5,2.9
2013,64000,Diesel,'1199 CC',5,2.9
2016,21558,Diesel,'1248 CC',5,8.9
2013,37500,Diesel,'1995 CC',5,16.75
2016,14077,Petrol,'814 CC',5,3.95
2009,70000,Petrol,'1497 CC',5,2.1
2011,54316,Petrol,'2354 CC',5,4.29
2009,90764,Diesel,'2498 CC',8,3.85
2009,137000,Diesel,'1995 CC',5,9
2013,127000,Petrol,'1497 CC',5,4.5
2016,51884,Diesel,'2179 CC',7,12.46
2014,67407,Diesel,'1396 CC',5,4.65
2014,107825,Diesel,'2982 CC',7,20.5
2006,82453,Diesel,'2523 CC',8,2.9
2007,30441,Petrol,'1298 CC',5,1.45
2002,70000,Petrol,'1086 CC',5,0.65
2016,11000,Diesel,'1496 CC',5,29.5
2015,61000,Diesel,'1968 CC',5,25
2013,48454,Petrol,'1197 CC',5,3.5
2017,37000,Diesel,'2179 CC',7,11.25
2017,32249,Diesel,'1498 CC',7,10.79
2013,58000,Diesel,'1968 CC',5,5.9
2017,28360,Petrol,'1197 CC',5,5.12
2017,7000,Petrol,'1197 CC',5,5.7
2016,19658,Diesel,'1995 CC',5,35.84
2007,92000,Petrol,'1299 CC',5,1.25
2013,25000,Petrol,'1197 CC',5,2.65
2016,37882,Diesel,'1582 CC',5,9.19
2014,69330,Diesel,'1995 CC',5,23.5
2011,61000,Petrol,'1796 CC',5,12.5
2010,35000,Petrol,'1199 CC',5,1.5
2004,200000,Petrol,'1086 CC',5,0.8
2009,82000,Diesel,'1405 CC',5,0.75
2012,72450,Diesel,'2179 CC',7,8.1
2017,36381,Diesel,'1248 CC',5,9.75
2017,25559,Diesel,'2143 CC',5,37.93
2005,100000,Petrol,'1497 CC',5,1.96
2015,94000,Diesel,'2982 CC',7,20.5
2011,64357,Petrol,'998 CC',5,2.75
2017,10501,Petrol,'1999 CC',5,75
2009,47000,Diesel,'1396 CC',5,2.8
2017,18000,Petrol,'1497 CC',7,9.25
2007,89000,Petrol,'1794 CC',5,3
2014,49964,Diesel,'1968 CC',5,23.89
2014,35000,Diesel,'2494 CC',7,12.75
2014,64000,Diesel,'1120 CC',5,4.15
2013,36000,Petrol,'1598 CC',5,4.65
2012,78600,Diesel,'2494 CC',7,8.9
2008,170000,Diesel,'1493 CC',5,1.5
2015,65000,Diesel,'1248 CC',5,3.27
2008,120300,Diesel,'2967 CC',7,18
2016,21000,Petrol,'1197 CC',5,6.3
2017,18108,Diesel,'1248 CC',5,11.31
2014,58407,Petrol,'1497 CC',5,6.16
2014,49500,Petrol,'1373 CC',5,6
2013,37199,Petrol,'1498 CC',5,5.43
2012,62000,Diesel,'1199 CC',5,4.65
2015,59000,Diesel,'1248 CC',7,7.5
2015,60000,Diesel,'1248 CC',5,6.25
2007,39037,Diesel,'2143 CC',5,9.25
2013,17003,Petrol,'1198 CC',5,3.15
2008,80400,Petrol,'1086 CC',5,2.3
2012,75200,Diesel,'1582 CC',5,5.25
2017,41217,Diesel,'1248 CC',5,7.4
2006,98293,Petrol,'1299 CC',5,1.55
2017,54000,Petrol,'1199 CC',5,6
2016,17377,Petrol,'1199 CC',5,5.9
2013,33800,Diesel,'1498 CC',5,4.7
2015,86157,Diesel,'1396 CC',5,6.5
2012,146824,Diesel,'1248 CC',5,3.55
2014,55000,Petrol,'1497 CC',5,7.1
2010,53293,Petrol,'1798 CC',5,6
2017,38000,Diesel,'1248 CC',5,7.99
2009,64000,Petrol,'1197 CC',5,4.1
2017,25058,Petrol,'998 CC',5,3.95
2016,36700,Petrol,'814 CC',5,4.38
2011,35000,Petrol,'1197 CC',5,2.75
2016,22732,Petrol,'3498 CC',2,55.54
2014,48000,Diesel,'1968 CC',5,29
2013,62084,Diesel,'1498 CC',5,6.6
2012,39273,Diesel,'1968 CC',5,6.99
2017,64798,Diesel,'2393 CC',7,18.75
2010,100002,Diesel,'1399 CC',5,1.28
2006,78000,Petrol,'1399 CC',5,1.2
2013,57717,Petrol,'1197 CC',5,4.31
2011,109000,Diesel,'2179 CC',5,16.5
2017,74515,Petrol,'1197 CC',5,5.64
2017,50484,Diesel,'3198 CC',7,31.12
2013,13452,Diesel,'1968 CC',5,25.46
2017,37688,Petrol,'1591 CC',5,7.88
2017,34000,Diesel,'2143 CC',5,36
2014,120000,Diesel,'2987 CC',5,30
2008,64000,Petrol,'1298 CC',5,2.85
2011,100000,Petrol,'1343 CC',5,3.5
2014,75000,Diesel,'1461 CC',5,7.5
2012,86000,Diesel,'2143 CC',5,19
2015,69000,Diesel,'2993 CC',5,54
2015,41721,Petrol,'1197 CC',5,4.7
2017,13000,Petrol,'1197 CC',5,8.5
2013,38998,Diesel,'1995 CC',4,17
2017,54250,Petrol,'796 CC',5,3.51
2013,45979,Diesel,'1968 CC',5,19.5
2012,37000,Petrol,'1598 CC',4,17
2015,46983,Diesel,'2967 CC',7,43.35
2012,40700,Diesel,'936 CC',5,2.65
2015,43828,Petrol,'998 CC',5,3.52
2016,53000,Diesel,'1461 CC',5,6.25
2015,100000,Diesel,'1995 CC',5,24.75
2015,19000,Petrol,'1197 CC',5,5.25
2016,84000,Diesel,'1968 CC',5,11
2018,37630,Petrol,'1499 CC',5,9.1
2010,67714,Petrol,'1197 CC',5,3.25
2017,32000,Diesel,'1248 CC',5,8.5
2010,51000,Petrol,'1599 CC',5,3.1
2015,58390,Diesel,'1995 CC',5,19.86
2017,14000,Diesel,'1186 CC',5,4.9
2014,55818,Petrol,'1497 CC',5,5.7
2006,97800,Petrol,0,0,1.75
2012,52241,Diesel,'1248 CC',5,2.9
2018,25433,Diesel,'1248 CC',5,7.83
2015,40611,Diesel,'2179 CC',7,8.15
2008,72000,Petrol,'1495 CC',5,2
2016,54631,Diesel,'1248 CC',5,6.25
2007,60000,Diesel,'1248 CC',5,3.4
2016,24941,Petrol,'624 CC',4,3.19
2017,63939,Diesel,'1248 CC',7,7.75
2014,35214,Petrol,'998 CC',5,3.2
2015,63000,Diesel,'1248 CC',5,4.9
2012,121377,Petrol,'1598 CC',5,3.8
2009,100970,Diesel,'1896 CC',5,4
2014,60000,Diesel,'1496 CC',5,23.5
2008,77650,Diesel,'1396 CC',5,1.15
2007,71297,Petrol,'1086 CC',5,2.2
2008,55001,Diesel,0,0,26.5
2015,18955,Petrol,'1497 CC',5,10.65
2016,47877,Diesel,'2179 CC',5,35.68
2017,43368,Diesel,'2143 CC',5,31.94
2011,73000,Diesel,'1991 CC',5,4.2
2015,72007,Diesel,'2179 CC',7,9.9
2014,56778,Petrol,'1796 CC',5,15.46
2018,20024,Petrol,'1199 CC',5,8.46
2013,42103,Petrol,'1496 CC',5,3.25
2012,67147,Petrol,'796 CC',5,2.6
2016,37806,Petrol,'1197 CC',5,5.2
2009,85000,Petrol,'998 CC',5,1.8
2011,35000,Petrol,'624 CC',4,1.6
2015,72035,Diesel,'1498 CC',5,2.5
2011,48500,Petrol,'1368 CC',5,2.5
2017,28854,Petrol,'1196 CC',5,6.7
2005,92450,Petrol,'1590 CC',5,1.2
2016,14351,Diesel,'1995 CC',5,35.55
2017,51087,Diesel,'1998 CC',5,7.75
2005,50000,Diesel,'2609 CC',8,1.94
2016,73000,Diesel,'1396 CC',5,2.2
2011,60000,Diesel,'1991 CC',4,3.8
2016,50000,Diesel,'2494 CC',8,15.65
2018,36797,Diesel,'2143 CC',5,39.47
2011,50000,Petrol,'1197 CC',5,1.5
2013,94000,Diesel,'2494 CC',8,8.85
2013,74000,Diesel,'2982 CC',7,17.9
2014,41016,Petrol,'1197 CC',5,5.08
2012,67000,Diesel,'1582 CC',5,6.25
2015,76927,Diesel,'1968 CC',5,22.75
2010,17088,Petrol,'1199 CC',5,1.46
2007,112808,Diesel,'1399 CC',5,2.05
2014,74980,Diesel,'1399 CC',5,4.08
2014,44600,Petrol,'998 CC',5,4.55
2013,37000,Diesel,'2143 CC',5,14
2016,21000,Petrol,'1591 CC',5,10.9
2010,81245,Petrol,'998 CC',5,2.45
2013,70000,Diesel,'2148 CC',5,15.8
2017,4018,Petrol,'1499 CC',5,8.25
2013,70000,Diesel,'1995 CC',5,8.5
2016,56532,Diesel,'2179 CC',7,15.54
2013,26875,Petrol,'796 CC',8,2.35
2015,72599,Petrol,'998 CC',5,4.32
2008,205000,Diesel,'2499 CC',7,3.9
2011,98000,Diesel,'1582 CC',5,5.2
2018,19500,Petrol,'1197 CC',5,5.85
2013,68000,Petrol,'1373 CC',7,6.25
2019,19654,Diesel,'2179 CC',7,17.63
2017,26000,Diesel,'1248 CC',5,9.75
2015,10000,Petrol,'3498 CC',2,55
2011,75020,Diesel,'1199 CC',5,4.1
2011,157000,Diesel,'2982 CC',7,11.99
2017,43773,Diesel,'2179 CC',7,13.54
2016,21000,Diesel,'2143 CC',5,56
2016,23280,Petrol,'1199 CC',5,6.5
2013,88000,Diesel,'1248 CC',5,4.75
2014,67000,Petrol,'1591 CC',5,5.6
2017,59636,Diesel,'3198 CC',7,29.2
2018,11000,Petrol,'1197 CC',5,6.35
2013,60669,Petrol,'1497 CC',5,4.95
2018,12000,Diesel,'1498 CC',5,8.5
2013,35000,Petrol,'1591 CC',5,4.5
2015,65000,Diesel,'1498 CC',7,5.5
2013,39929,Diesel,'1248 CC',7,6.56
2014,49000,Petrol,'998 CC',5,2.3
2004,77757,Diesel,'2446 CC',10,3.5
2016,21456,Petrol,'1197 CC',5,4.55
2009,74000,Diesel,'1896 CC',5,7.75
2015,37000,Petrol,'1197 CC',5,5.25
2013,108640,Diesel,'2993 CC',5,23.29
2016,38000,Diesel,'1995 CC',5,23.99
2010,80000,Petrol,'1399 CC',5,1.79
2011,47000,Diesel,'2143 CC',5,13.9
2013,31000,Diesel,'1968 CC',5,18.95
2014,40000,Petrol,'998 CC',5,2.49
2016,4152,Petrol,'799 CC',5,3.15
2017,51000,Diesel,'1498 CC',5,6.45
2013,55000,Diesel,'1199 CC',5,4.25
2014,58500,Petrol,'796 CC',5,2.75
2017,58620,Petrol,'1197 CC',5,7.14
2012,29605,Petrol,'1197 CC',5,2.44
2012,71172,Petrol,'1197 CC',5,3.5
2017,12000,Diesel,'1396 CC',5,7.3
2014,25000,Petrol,'998 CC',5,2.75
2017,43000,Diesel,'1396 CC',5,8.2
2015,57022,Petrol,'1197 CC',5,6.51
2015,92000,Diesel,'1399 CC',5,4.25
2014,33372,Petrol,'1197 CC',5,6.21
2016,52625,Diesel,'1120 CC',5,4.58
2016,215000,Diesel,'2179 CC',7,7.5
2012,65537,CNG,'796 CC',5,2.1
2014,60138,Petrol,'1086 CC',5,4.09
2014,84000,Diesel,'1968 CC',5,10.75
2014,47000,Diesel,'2993 CC',7,41.5
2014,33450,Petrol,'998 CC',5,4.4
2013,125000,Diesel,'1598 CC',5,6.25
2011,99606,Diesel,'1995 CC',5,10.5
2014,64000,Diesel,'1248 CC',7,7.25
2013,51000,Diesel,'1399 CC',5,3.2
2014,57000,Petrol,'1198 CC',5,3.95
2009,48040,Diesel,'2967 CC',5,12.07
2017,43200,Diesel,'2393 CC',7,18.6
2013,66000,Diesel,'1582 CC',5,5.7
2013,31000,Petrol,'1086 CC',5,1.75
2011,46000,Diesel,'1968 CC',5,10.99
2012,47346,Diesel,'1968 CC',5,14.5
2009,100000,Diesel,'1896 CC',5,3.11
2015,63856,Petrol,'1997 CC',5,13.96
2015,72996,Diesel,'1582 CC',5,7.11
2014,23000,Diesel,'1498 CC',7,6.9
2018,15985,Petrol,'1197 CC',5,7.77
2011,98000,Diesel,'2494 CC',8,5.5
2014,70089,Petrol,'1197 CC',5,5.35
2011,99000,Diesel,'2523 CC',7,4.5
2014,72000,Diesel,'1498 CC',5,4.75
2015,44194,Diesel,'2179 CC',5,32.8
2005,102000,Petrol,'993 CC',5,0.7
2018,56652,Diesel,'2987 CC',5,50.29
2010,41650,Diesel,'2982 CC',7,10.99
2015,61717,Petrol,'1197 CC',5,5.57
2018,25302,Diesel,'1186 CC',5,5.9
2016,47016,Petrol,'1591 CC',5,9.43
2010,69000,Petrol,'1197 CC',5,2.9
2016,32700,Petrol,'1198 CC',5,3.68
2015,101337,Diesel,'2982 CC',7,21.67
2011,59000,Diesel,'1968 CC',5,12.5
2018,41736,Diesel,'2755 CC',7,19.92
2014,71649,Diesel,'1498 CC',5,6.75
2015,80606,Diesel,'1498 CC',5,6.96
2017,63262,Petrol,'999 CC',5,3.25
2018,5456,Diesel,'1248 CC',5,8.65
2017,7500,Petrol,'998 CC',5,5
2011,66000,Diesel,'2179 CC',7,5.5
2010,66770,Petrol,'1197 CC',5,2.6
2014,58472,Petrol,'1086 CC',5,3.41
2011,46687,Petrol,'1197 CC',5,2.7
2008,77000,Petrol,'1995 CC',5,5.5
2012,7000,Petrol,'1984 CC',4,35
2011,48000,Petrol,'1991 CC',5,9.75
2013,47000,Diesel,'1461 CC',5,4.25
2015,51530,Petrol,'998 CC',5,3.2
2014,25789,Diesel,'1248 CC',5,6.85
2015,48000,Diesel,'1498 CC',5,4.5
2012,52000,Diesel,'1248 CC',5,3.55
2010,95637,CNG,'1495 CC',5,1.9
2008,131000,Diesel,'2609 CC',7,3.6
2015,42076,Diesel,'2143 CC',5,21.8
2012,76000,Diesel,'2982 CC',7,13.5
2016,20487,Petrol,'799 CC',5,2.66
2010,43000,Petrol,'1497 CC',5,3.75
2018,17000,Petrol,'2494 CC',5,32
2016,60805,Diesel,'1498 CC',5,8.07
2012,58775,Diesel,'1968 CC',5,5.64
2013,70181,Diesel,'1968 CC',5,23.99
2016,85827,Diesel,'1248 CC',7,7.5
2016,58205,Diesel,'2143 CC',5,27
2008,91000,Diesel,'1248 CC',5,2.85
2012,74000,Diesel,'1461 CC',5,6.35
2010,79324,Diesel,'1248 CC',5,3.3
2013,38623,Petrol,'1197 CC',5,5
2014,59923,Diesel,'1248 CC',5,6.46
2017,23360,Petrol,'814 CC',5,3.75
2003,61495,Petrol,'993 CC',5,1.52
2012,56661,Petrol,'1196 CC',7,3.61
2017,40318,Diesel,'1968 CC',5,43.74
2014,60000,Diesel,'1968 CC',5,20
2008,103000,Diesel,'799 CC',2,3
2010,130000,Diesel,'1248 CC',5,3.65
2013,20000,Diesel,'1978 CC',10,5.25
2016,76000,Diesel,'2993 CC',7,58
2015,30000,Petrol,'1497 CC',5,8.65
2015,150000,Diesel,'1396 CC',5,2.5
2014,28000,Petrol,'1197 CC',5,7.75
2015,74000,Petrol,'998 CC',5,4.15
2011,75000,Diesel,'2982 CC',7,10.85
2010,76000,Petrol,'2360 CC',5,5.53
2014,64889,Diesel,'1896 CC',5,11.5
2010,10000,Petrol,'3436 CC',2,40
2015,43000,Diesel,'1582 CC',5,9.25
2011,47490,Petrol,'1198 CC',5,2.29
2015,80000,Diesel,'1498 CC',5,7
2007,60000,Petrol,'1061 CC',5,1.65
2017,6006,Petrol,'1373 CC',5,8.25
2011,71703,Petrol,'1991 CC',5,9.14
2016,33000,Petrol,'1198 CC',5,6.5
2012,60000,Diesel,'1364 CC',5,2.95
2015,91000,Diesel,'1461 CC',5,5.75
2012,72000,LPG,'998 CC',5,2.85
2011,43000,Petrol,'1198 CC',5,2.1
2017,63770,Diesel,'1582 CC',5,13.55
2012,43510,Diesel,'2993 CC',5,20.5
2017,52000,Diesel,'1956 CC',5,20
2018,31427,Diesel,'1999 CC',5,59.72
2016,29000,Diesel,'1248 CC',5,6.5
2016,56000,Diesel,'1248 CC',5,7.5
2007,76000,Petrol,'1586 CC',5,2.15
2015,53615,Diesel,'1582 CC',5,8.44
2013,132000,Diesel,'2477 CC',7,12.49
2017,14800,Petrol,'1198 CC',5,5.48
2013,35433,Petrol,'1197 CC',5,4.2
2013,82966,Diesel,'1493 CC',5,7.2
2014,96000,Diesel,'1248 CC',5,4.8
2017,39528,Diesel,'1198 CC',6,5.83
2018,92056,Diesel,'2393 CC',7,18.39
2016,14930,Petrol,'1197 CC',5,5.85
2016,38000,Diesel,'1498 CC',5,6.21
2013,71000,Petrol,'1197 CC',5,3.65
2012,71000,Diesel,'1396 CC',5,3.7
2015,50000,Diesel,'2143 CC',5,30
2016,48163,Petrol,'1197 CC',5,4.85
2017,19168,Petrol,'1197 CC',5,6.93
2016,26000,Petrol,'796 CC',5,2.6
2014,37400,Petrol,'1199 CC',5,1.89
2018,8682,Diesel,'1950 CC',5,39.5
2012,95000,Petrol,'1798 CC',5,10
2009,34000,Diesel,'1968 CC',5,9.95
2014,95000,Diesel,'2494 CC',8,9.45
2017,13689,Diesel,'2143 CC',5,28.25
2008,84000,Petrol,'1086 CC',5,1.8
2008,47000,Petrol,'1298 CC',5,1.4
2015,60001,Diesel,'1498 CC',5,7.25
2012,96000,Diesel,'1248 CC',5,3.6
2004,47300,Petrol,'1599 CC',5,1.2
2014,28246,Petrol,'1198 CC',5,4.94
2007,65000,Petrol,'998 CC',5,1.25
2013,68000,Diesel,'1199 CC',5,4.8
2019,11209,Diesel,'2198 CC',7,31.15
2011,41980,Petrol,'1197 CC',5,3.3
2012,65000,Diesel,'936 CC',5,2.4
2010,38000,Petrol,'1799 CC',5,2
2014,51000,Petrol,'998 CC',5,3.1
2014,33855,Petrol,'1598 CC',5,5.09
2006,146000,Petrol,'1590 CC',5,1.05
2015,47037,Diesel,'1498 CC',5,7
2010,58000,Petrol,'1495 CC',5,2.5
2012,61240,Diesel,'1995 CC',5,17.5
2011,91211,Petrol,'998 CC',5,2.1
2013,84000,Diesel,'1968 CC',5,17.75
2008,64226,LPG,'1061 CC',5,1.45
2005,67000,Petrol,'1794 CC',5,2.45
2011,106976,Diesel,'2400 CC',5,13.8
2016,27210,Diesel,'1498 CC',5,5.85
2017,26322,Diesel,'1248 CC',5,8.9
2016,9107,Petrol,'1197 CC',5,5.15
2015,63983,Diesel,'2143 CC',5,16.56
2010,134000,Petrol,'1061 CC',5,1.65
2015,11000,Petrol,'1595 CC',5,16
2008,93000,Petrol,'1086 CC',5,1.45
2017,24852,Diesel,'1248 CC',5,8.08
2014,37632,Petrol,'1197 CC',5,4.5
2013,55000,Petrol,'1498 CC',5,4.3
2010,81448,Petrol,'998 CC',5,2.6
2018,1900,Petrol,'799 CC',5,4.45
2012,54957,Petrol,'1591 CC',5,5.37
2008,55000,Petrol,'1061 CC',5,1.75
2013,21983,Diesel,'1995 CC',5,16.5
2013,76000,Diesel,'1995 CC',5,19
2016,65000,Diesel,'1396 CC',5,2.8
2015,26000,Diesel,'1396 CC',5,6.2
2019,11571,Petrol,'796 CC',8,3.8
2014,81000,Diesel,'1248 CC',5,6.1
2019,23154,Diesel,'1498 CC',5,11.65
2014,26856,Petrol,'1198 CC',5,4.15
2017,67489,Diesel,'2393 CC',7,16.5
2008,176000,Diesel,'2179 CC',8,4.3
2010,18000,Petrol,'1197 CC',5,2.25
2014,63003,Diesel,'1582 CC',5,6.75
2014,80000,Diesel,'2179 CC',7,9.4
2014,56658,Diesel,'1498 CC',5,5.39
2019,18592,Diesel,'1248 CC',5,8.51
2010,75695,Petrol,'1368 CC',5,1.85
2012,82000,Diesel,'1248 CC',5,2.5
2013,60000,Diesel,'1199 CC',5,4.75
2009,138000,Petrol,'1497 CC',5,3.5
2014,67000,Diesel,'1396 CC',5,5.5
2012,42750,Petrol,'1497 CC',5,6.33
2014,52398,Diesel,'936 CC',5,2.47
2014,36657,Petrol,'995 CC',5,3.3
2011,77000,Diesel,'2179 CC',7,3.5
2014,85000,Diesel,'2987 CC',7,38.75
2008,112500,Diesel,'2993 CC',5,7.99
2013,105072,Diesel,'2755 CC',7,13.28
2012,80000,Petrol,'1995 CC',5,9.5
2019,3102,Diesel,'1461 CC',5,14.01
2016,14656,Diesel,'1120 CC',5,6.99
2010,105000,Diesel,'1995 CC',5,11
2008,61000,Petrol,'2497 CC',5,11
2010,85046,Petrol,'1198 CC',5,2.3
2014,48000,Diesel,'2179 CC',5,26.5
2011,55000,Diesel,'4367 CC',7,67
2017,4000,Petrol,'1368 CC',5,17.75
2010,94000,Petrol,'2354 CC',5,4.8
2013,61110,Petrol,'1197 CC',5,4.57
2016,80000,Diesel,'1120 CC',5,3.5
2015,43190,Diesel,'1461 CC',5,7.61
2015,45000,Diesel,'1968 CC',5,25
2016,44178,Petrol,'1197 CC',5,5.88
2015,84415,Diesel,'2494 CC',8,13.5
2015,35000,Petrol,'1197 CC',5,4.6
2013,44000,Diesel,'1498 CC',5,4.9
2012,67635,Petrol,'1497 CC',5,5.25
